AAPL.Close,AXP.Close,BA.Close,CAT.Close,CSCO.Close,CVX.Close,DIS.Close,GE.Close,GS.Close,HD.Close,IBM.Close,INTC.Close,JNJ.Close,JPM.Close,KO.Close,MCD.Close,MMM.Close,MRK.Close,MSFT.Close,NKE.Close,PFE.Close,PG.Close,TRV.Close,UNH.Close,UTX.Close,V.Close,VZ.Close,WMT.Close,XOM.Close,DWDP.Close
-0.0017501375 ,-0.0103238614 ,0.0042950541 ,0.0005356798 ,-0.0016650349 ,-0.0031050543 ,-0.0081361406 ,-0.0006404419 ,-0.0122924115 ,-0.0056551482 ,0.0000599221 ,-0.0051686075 ,-0.0043591980 ,-0.0076244816 ,-0.0036328892 ,-0.0043191183 ,0.0010644181 ,-0.0137321567 ,-0.0032000160 ,-0.0063825793 ,-0.0103027790 ,-0.0027081479 ,-0.0046398093 ,0.0060859133 ,0.0028075077 ,0.0017159824 ,0.0021052823 ,-0.0071942151 ,-0.0179647197 ,-0.0107433549 
0.0018367090 ,-0.0063894248 ,0.0033333270 ,0.0128507715 ,0.0040026684 ,0.0001730057 ,0.0035421794 ,-0.0217878251 ,0.0034138239 ,0.0015511264 ,0.0224207484 ,0.0101175554 ,-0.0004377846 ,0.0044417165 ,0.0043753283 ,0.0006547880 ,-0.0010632864 ,0.0364660522 ,0.0070626486 ,0.0051010958 ,0.0022081703 ,0.0324675336 ,0.0002542504 ,-0.0002520038 ,0.0005418405 ,0.0013458093 ,0.0068754773 ,-0.0065069947 ,0.0136904987 ,0.0050797162 
0.0006666833 ,-0.0030183203 ,-0.0105936376 ,-0.0012687989 ,0.0056478405 ,-0.0018166004 ,-0.0050157996 ,-0.0255486726 ,0.0020241215 ,0.0182153458 ,0.0028144004 ,-0.0046020304 ,-0.0021024792 ,0.0004780806 ,0.0026621491 ,-0.0071978160 ,0.0001119951 ,-0.0115144413 ,0.0035064870 ,0.0007518985 ,-0.0097576645 ,-0.0056031792 ,0.0001694967 ,0.0025841610 ,-0.0040617835 ,0.0037879523 ,-0.0058801403 ,-0.0078892230 ,-0.0107113519 ,-0.0041826768 
-0.0009160643 ,0.0192180990 ,0.0171693301 ,0.0188439447 ,0.0109018831 ,0.0084929717 ,0.0072815439 ,0.0084033613 ,0.0043408906 ,-0.0000724922 ,0.0284745076 ,0.0231166440 ,-0.0188745670 ,0.0120654881 ,0.0113444847 ,-0.0027186852 ,-0.0142288615 ,-0.0097071993 ,0.0088945522 ,0.0039443838 ,-0.0098537511 ,0.0103496091 ,-0.0101660877 ,0.0085496067 ,0.0115099243 ,0.0131466947 ,-0.0436939706 ,0.0112528129 ,0.0014122043 ,0.0437521884 
0.0159206134 ,-0.0069740540 ,0.0424166794 ,0.0198462598 ,0.0032680065 ,0.0074761105 ,0.0012974884 ,0.0123333667 ,0.0152773327 ,-0.0042010865 ,0.0135872603 ,0.0047846891 ,0.0093056638 ,0.0154626769 ,0.0052505248 ,0.0061131597 ,0.0043188896 ,-0.0021237870 ,0.0025188917 ,0.0076707202 ,0.0044944141 ,-0.0079671863 ,0.0071037490 ,0.0050490060 ,-0.0058238688 ,0.0080499697 ,-0.0069832204 ,-0.0075668099 ,0.0029380657 ,0.0095573442 
0.0004923285 ,0.0005202367 ,0.0105162165 ,-0.0094753029 ,0.0013028990 ,-0.0058853208 ,0.0001850889 ,-0.0016463944 ,0.0098208725 ,0.0071283898 ,0.0020753324 ,-0.0063491536 ,-0.0085107001 ,0.0083691853 ,-0.0073598767 ,0.0007389441 ,0.0005093137 ,0.0019646201 ,0.0092650283 ,-0.0038989788 ,-0.0003195909 ,-0.0064250341 ,0.0039092293 ,0.0093648906 ,-0.0054073360 ,-0.0078665552 ,-0.0130600964 ,-0.0023919271 ,0.0030466606 ,0.0200963132 
0.0000819665 ,-0.0010399324 ,-0.0083963933 ,0.0182060994 ,0.0078074170 ,-0.0236808402 ,0.0114751529 ,-0.0102242744 ,-0.0109775648 ,-0.0009389354 ,-0.0076122298 ,0.0111820817 ,0.0137696804 ,0.0020749280 ,-0.0086103801 ,0.0080407288 ,0.0037325471 ,0.0089869116 ,0.0234946642 ,-0.0085741469 ,0.0044756712 ,0.0013857160 ,-0.0002539490 ,0.0014746851 ,-0.0059804639 ,0.0063671193 ,0.0097719668 ,-0.0160347513 ,-0.0010513552 ,-0.0017908988 
-0.0026240263 ,0.0055953287 ,-0.0127011928 ,-0.0222244373 ,-0.0048418334 ,-0.0173126020 ,0.0150045650 ,-0.0016661446 ,-0.0128719267 ,0.0010120653 ,-0.0084602367 ,-0.0147446551 ,-0.0022049745 ,-0.0103531692 ,-0.0016887816 ,0.0013022627 ,-0.0116069306 ,-0.0051821862 ,-0.0098814535 ,-0.0020680015 ,-0.0035009866 ,0.0003459294 ,-0.0049957325 ,-0.0055218662 ,-0.0048313493 ,-0.0008356214 ,-0.0046370768 ,0.0115746871 ,-0.0076014616 ,-0.0189202248 
-0.0023020555 ,-0.0116459888 ,-0.0129854980 ,-0.0116747287 ,-0.0035679857 ,-0.0042032016 ,-0.0026140256 ,-0.0086781712 ,-0.0195809625 ,-0.0064273777 ,-0.0072809953 ,-0.0160341537 ,0.0010607531 ,-0.0162734164 ,0.0045915659 ,-0.0036579175 ,-0.0034203113 ,0.0091160996 ,-0.0073697992 ,-0.0033911076 ,0.0134142770 ,0.0097982478 ,0.0022976512 ,0.0000617558 ,0.0045800129 ,-0.0118279335 ,-0.0072918981 ,0.0048178261 ,-0.0114306150 ,-0.0086450704 
0.0609806520 ,0.0049751900 ,0.0033655795 ,-0.0057495607 ,-0.0071614260 ,-0.0031432241 ,0.0058743876 ,-0.0003367003 ,0.0058869307 ,-0.0010175898 ,-0.0013179635 ,-0.0081477458 ,-0.0001765740 ,0.0037811652 ,-0.0074573490 ,-0.0012238068 ,0.0020020077 ,0.0017744152 ,-0.0165506569 ,0.0022683931 ,-0.0018909549 ,-0.0030821462 ,-0.0105280864 ,0.0037631152 ,-0.0135861952 ,-0.0032643816 ,-0.0126504596 ,-0.0076415196 ,-0.0113243177 ,0.0112359213 
-0.0017087456 ,-0.0032569046 ,-0.0104287735 ,-0.0140889915 ,0.0222950820 ,0.0109008919 ,-0.0061994787 ,-0.0003368474 ,-0.0011271253 ,-0.0035652284 ,0.0016639452 ,0.0043811610 ,0.0030027112 ,-0.0042377989 ,0.0033932139 ,0.0065349045 ,-0.0056516813 ,0.0334943972 ,-0.0064486314 ,-0.0041493965 ,0.0018945374 ,0.0049238519 ,0.0093529774 ,-0.0119845856 ,0.0016639028 ,-0.0016981926 ,-0.0022731970 ,0.0070963910 ,0.0061489630 ,-0.0072968160 
0.0042791800 ,0.0199973724 ,0.0008628066 ,-0.0052255307 ,0.0044900577 ,0.0121201409 ,-0.0028026218 ,0.0006738881 ,0.0457445112 ,0.0075209859 ,0.0071027895 ,-0.0043620502 ,0.0006163511 ,0.0306183251 ,0.0033816182 ,0.0082778526 ,0.0049374213 ,0.0017139452 ,0.0080734845 ,-0.0083332956 ,0.0113457296 ,-0.0039881266 ,0.0012752019 ,0.0069047029 ,0.0119047710 ,0.0459295123 ,0.0062138154 ,-0.0029984559 ,0.0010785381 ,0.0058469428 
0.0093739617 ,-0.0028190799 ,0.0097290767 ,-0.0043953259 ,-0.0006386015 ,-0.0051950075 ,-0.0066183407 ,-0.0013468350 ,-0.0040257357 ,-0.0107986016 ,0.0002274713 ,-0.0068455641 ,-0.0021119060 ,-0.0047029479 ,0.0004814636 ,0.0016902689 ,0.0003428531 ,0.0101104525 ,-0.0006281564 ,0.0084033230 ,0.0043627298 ,-0.0001144263 ,-0.0009339531 ,-0.0084018042 ,0.0093935064 ,-0.0029042750 ,-0.0113215928 ,-0.0015037293 ,-0.0027532080 ,-0.0031556054 
0.0095172774 ,-0.0012850039 ,0.0153677525 ,0.0047377515 ,0.0047923963 ,-0.0140733223 ,-0.0052021539 ,-0.0033715779 ,-0.0015001292 ,0.0011721664 ,0.0147845217 ,0.0022056245 ,0.0007054762 ,-0.0005761899 ,0.0081809671 ,0.0011249418 ,0.0037692117 ,-0.0113952106 ,-0.0032997958 ,0.0001894318 ,-0.0046539870 ,0.0069794049 ,0.0007648849 ,0.0001246278 ,0.0051499819 ,-0.0005825818 ,0.0002082449 ,0.0073794727 ,-0.0064818271 ,-0.0038320393 
0.0038773968 ,0.0010293618 ,-0.0161561682 ,-0.0042867218 ,-0.0057234020 ,0.0017057456 ,0.0000000000 ,-0.0043978012 ,-0.0078874845 ,0.0090011786 ,-0.0128320571 ,0.0008253921 ,-0.0007049788 ,-0.0087638606 ,0.0028639139 ,0.0006421222 ,0.0074534140 ,0.0018692057 ,-0.0014188870 ,0.0202613138 ,0.0018702306 ,0.0036359504 ,0.0004245584 ,-0.0013704666 ,-0.0076404315 ,-0.0080438681 ,0.0068692338 ,0.0137539096 ,-0.0155852851 ,-0.0010035290 
0.0028779538 ,0.0048842800 ,0.0028691838 ,0.0113012050 ,0.0073552926 ,0.0060942820 ,0.0044953945 ,0.0054366293 ,0.0160686790 ,0.0060197416 ,0.0059034399 ,-0.0252886744 ,0.0059964726 ,0.0144252910 ,-0.0183246073 ,-0.0015239833 ,0.0062686280 ,0.0010882929 ,0.0113671929 ,0.0265404598 ,0.0074673929 ,0.0038491565 ,0.0082336051 ,0.0008109538 ,-0.0028080253 ,0.0057586793 ,0.0090965890 ,0.0187288606 ,0.0044181761 ,0.0088732295 
-0.0022655415 ,0.0038373369 ,0.0118699599 ,0.0250106325 ,0.0003174603 ,0.0070372438 ,-0.0021006120 ,0.0043933423 ,0.0048437093 ,0.0082185779 ,0.0082951636 ,-0.0033840666 ,0.0101682677 ,-0.0022935437 ,-0.0162423758 ,0.0107647571 ,0.0046021272 ,-0.0037272403 ,-0.0009365907 ,0.0164527207 ,-0.0009265905 ,-0.0078944064 ,0.0079980132 ,0.0019321740 ,0.0087202020 ,0.0037391913 ,0.0034828723 ,-0.0153446000 ,0.0083089080 ,0.0154331402 
0.0088555710 ,0.0054791155 ,0.0108283886 ,0.0227390930 ,0.0145985084 ,0.0076072621 ,0.0035694673 ,0.0107672278 ,0.0146259187 ,0.0001429317 ,0.0038057311 ,0.0130163837 ,0.0055536186 ,0.0132184138 ,0.0009856333 ,-0.0022253934 ,0.0112849385 ,0.0096647698 ,0.0112500156 ,-0.0023123621 ,0.0080371875 ,0.0038649198 ,-0.0001670759 ,0.0077138725 ,0.0087347499 ,0.0062863794 ,-0.0087791139 ,-0.0036753898 ,0.0058168083 ,0.0060467724 
0.0129793015 ,0.0063363322 ,0.0027971255 ,-0.0041624772 ,0.0106350332 ,-0.0122026771 ,0.0062015503 ,0.0079893473 ,0.0129532747 ,0.0106527923 ,0.0042930642 ,0.0036313130 ,0.0041422507 ,0.0159954165 ,-0.0022156574 ,0.0021506850 ,0.0032040768 ,0.0137410382 ,-0.0023176916 ,0.0064182742 ,0.0042931308 ,-0.0050956518 ,0.0044273578 ,0.0070374712 ,-0.0040171131 ,0.0047431281 ,-0.0057672298 ,0.0131327584 ,-0.0021686747 ,0.0025990903 
0.0036290252 ,0.0023925701 ,0.0047477923 ,0.0094810994 ,0.0157845554 ,0.0004443921 ,-0.0013595758 ,0.0023117238 ,0.0043292952 ,0.0058715407 ,0.0086048296 ,0.0033397996 ,0.0072189412 ,0.0115006479 ,-0.0022205774 ,0.0053255306 ,0.0005506112 ,-0.0076149858 ,-0.0006194982 ,0.0033657750 ,0.0232060458 ,0.0371045067 ,0.0061543996 ,0.0071108194 ,0.0030474500 ,0.0079447670 ,-0.0039361508 ,0.0004369065 ,0.0041053369 ,-0.0100454146 
-0.0011806435 ,-0.0011306030 ,0.0089190489 ,-0.0076751669 ,0.0237659354 ,-0.0167895532 ,0.0048103013 ,0.0032949259 ,-0.0043904807 ,-0.0045714114 ,-0.0013760458 ,0.0099861584 ,0.0075085753 ,-0.0006622917 ,0.0187933239 ,0.0017393580 ,0.0094111559 ,0.0015346531 ,-0.0001549977 ,-0.0061793433 ,0.0032826322 ,-0.0036216197 ,0.0066953048 ,-0.0038955446 ,0.0014296845 ,-0.0014850011 ,0.0079034315 ,0.0026204833 ,-0.0103415219 ,0.0050736827 
0.0027336164 ,0.0025153691 ,0.0111235233 ,0.0060044371 ,0.0041667860 ,-0.0031622515 ,-0.0058712041 ,-0.0026272577 ,0.0037684533 ,0.0103151552 ,-0.0041889160 ,0.0019225488 ,0.0066056825 ,-0.0033137745 ,0.0007281311 ,0.0086819734 ,-0.0025080802 ,0.0019919858 ,0.0015500001 ,0.0081719487 ,0.0000000000 ,0.0033042736 ,0.0013137039 ,-0.0368469247 ,0.0007138574 ,0.0005719597 ,0.0150639706 ,0.0072600549 ,-0.0065613728 ,-0.0024426315 
0.0072207191 ,0.0032618492 ,0.0165015974 ,-0.0075872536 ,0.0115589501 ,0.0125985586 ,-0.0004542613 ,0.0049390515 ,0.0055115823 ,0.0141259021 ,-0.0022693475 ,0.0010964912 ,0.0067306326 ,0.0086445636 ,0.0055784380 ,0.0018778560 ,0.0022956983 ,0.0013764184 ,-0.0020118383 ,0.0107489163 ,0.0000000000 ,0.0063673513 ,-0.0032799837 ,0.0187159757 ,0.0031208024 ,0.0052595358 ,0.0048790609 ,0.0299840552 ,0.0015899828 ,-0.0006529057 
0.0029992978 ,-0.0013755158 ,-0.0011391946 ,0.0010193578 ,-0.0011720187 ,-0.0119943071 ,0.0009999182 ,-0.0062254260 ,-0.0001191571 ,0.0015859605 ,0.0049373074 ,-0.0123220153 ,-0.0011700401 ,0.0005493462 ,0.0033767246 ,-0.0014838723 ,0.0145607137 ,-0.0029016798 ,-0.0020157699 ,0.0153417187 ,-0.0008922963 ,-0.0025089561 ,0.0028794652 ,0.0000000000 ,0.0014222578 ,-0.0013648203 ,0.0048553105 ,0.0036389365 ,-0.0117230310 ,0.0400195518 
-0.0042301947 ,0.0023791886 ,0.0085538321 ,-0.0269856831 ,-0.0014666764 ,0.0057981520 ,-0.0035415909 ,-0.0102209034 ,-0.0021451317 ,-0.0037176799 ,0.0027601436 ,0.0030496257 ,0.0182396256 ,0.0007687130 ,0.0014423558 ,0.0032851467 ,0.0061815150 ,0.0085770714 ,0.0040398073 ,-0.0145948312 ,0.0139922894 ,-0.0033902558 ,0.0037735766 ,0.0126424545 ,-0.0050595418 ,0.0043279839 ,0.0128851022 ,-0.0055780366 ,0.0105028914 ,-0.0047117796 
0.0009522083 ,-0.0036227481 ,0.0032794357 ,-0.0007326007 ,0.0082255873 ,-0.0081065936 ,0.0053768066 ,0.0056629247 ,-0.0152872167 ,0.0085687923 ,-0.0016514617 ,0.0096738253 ,0.0084634842 ,-0.0087786133 ,0.0028804369 ,0.0029624229 ,0.0011752871 ,0.0047077602 ,0.0000000000 ,0.0081896151 ,0.0058719024 ,-0.0008778010 ,-0.0007355672 ,0.0028289790 ,0.0033009458 ,0.0028351100 ,0.0057642018 ,0.0151451554 ,-0.0085595134 ,0.0028404608 
0.0019756256 ,0.0051403710 ,0.0112150078 ,0.0205278481 ,-0.0017483100 ,0.0148020065 ,-0.0008157814 ,-0.0082808874 ,0.0080048351 ,-0.0044535390 ,-0.0107527540 ,-0.0005475226 ,-0.0026888372 ,0.0011070298 ,-0.0026328627 ,-0.0129031953 ,-0.0026679472 ,-0.0046857010 ,-0.0060352829 ,-0.0029381610 ,0.0005838004 ,-0.0017573201 ,-0.0018810502 ,0.0142279347 ,0.0031122088 ,-0.0048626032 ,-0.0130434590 ,-0.0089791547 ,0.0056733965 ,-0.0100707948 
0.0004382678 ,-0.0013720844 ,0.0044585801 ,-0.0080049054 ,-0.0023350264 ,0.0067114094 ,-0.0012701351 ,-0.0043420840 ,-0.0050936670 ,-0.0026840949 ,0.0023412097 ,-0.0084907427 ,-0.0015523121 ,0.0021011058 ,0.0069594676 ,0.0051972912 ,-0.0029960836 ,0.0003037965 ,-0.0038923087 ,-0.0091870170 ,-0.0046674447 ,0.0019804269 ,0.0016387824 ,0.0000000000 ,-0.0023047159 ,-0.0006817955 ,-0.0062074090 ,-0.0112907447 ,-0.0026980745 ,-0.0103322524 
0.0204393598 ,0.0232325761 ,0.0204183992 ,0.0198634173 ,0.0076067583 ,0.0122666400 ,0.0086293490 ,0.0127474677 ,0.0187455012 ,0.0122144017 ,0.0118451224 ,-0.0074585910 ,0.0135013666 ,0.0328845167 ,0.0047664682 ,0.0109674969 ,0.0188354971 ,0.0051616211 ,0.0150047202 ,0.0138208712 ,0.0087924680 ,0.0064785769 ,0.0224967281 ,0.0154794831 ,0.0100399553 ,0.0119399133 ,0.0036268385 ,-0.0067672776 ,0.0209050295 ,0.0192740289 
-0.0059373778 ,-0.0222167974 ,-0.0050024413 ,-0.0428078811 ,-0.0014518003 ,-0.0045661750 ,-0.0040526387 ,0.0000000000 ,-0.0065292587 ,0.0086583315 ,-0.0078043310 ,-0.0005566379 ,-0.0018569675 ,-0.0155982802 ,0.0073529649 ,-0.0063541804 ,0.0001580006 ,-0.0019634043 ,-0.0143209112 ,-0.0025884728 ,0.0026147590 ,-0.0081824129 ,-0.0037603089 ,-0.0037513635 ,-0.0087086383 ,-0.0051691090 ,0.0034129491 ,0.0044003550 ,0.0033727537 ,-0.0017333911 
0.0059009208 ,-0.0027465793 ,-0.0044265368 ,0.0080542814 ,-0.0029077640 ,0.0016760938 ,0.0058775841 ,-0.0023186485 ,0.0072890983 ,-0.0009462589 ,-0.0026588157 ,-0.0002784183 ,0.0012942166 ,0.0071630563 ,0.0002354368 ,-0.0025734540 ,-0.0030544052 ,0.0075665857 ,0.0037493828 ,-0.0190311076 ,0.0002898291 ,-0.0045099987 ,-0.0031320271 ,0.0053194609 ,-0.0031059188 ,0.0029368802 ,0.0022008804 ,-0.0103166051 ,-0.0100840813 ,-0.0014206788 
-0.0031478252 ,-0.0047570983 ,-0.0068613462 ,0.0056770499 ,-0.0029163604 ,-0.0033465873 ,-0.0051240562 ,-0.0039840968 ,-0.0034797896 ,-0.0046004533 ,0.0023326742 ,-0.0091922558 ,-0.0006462719 ,-0.0094828122 ,-0.0070621469 ,0.0010163956 ,-0.0021657810 ,-0.0016521628 ,0.0003112374 ,0.0012345502 ,-0.0049247393 ,-0.0014364309 ,-0.0145814633 ,0.0029726517 ,-0.0060529822 ,0.0016893907 ,-0.0011978638 ,-0.0021419678 ,0.0044870604 ,0.0039519445 
0.0012918617 ,0.0010063145 ,0.0060244904 ,0.0028224544 ,0.0002925417 ,-0.0120173193 ,0.0017168429 ,-0.0046666333 ,-0.0044045912 ,-0.0075443551 ,-0.0004986757 ,0.0064660950 ,0.0009700348 ,-0.0055482377 ,-0.0045044571 ,0.0003124893 ,0.0010058338 ,-0.0076726642 ,0.0020227946 ,-0.0038753039 ,-0.0104802335 ,-0.0008852716 ,-0.0014715582 ,-0.0023710374 ,0.0055525253 ,0.0013491792 ,-0.0117929245 ,-0.0001430166 ,-0.0037426656 ,-0.0056683359 
-0.0037270928 ,-0.0067856369 ,-0.0015382870 ,-0.0281454915 ,-0.0052631870 ,-0.0196762100 ,-0.0001804528 ,-0.0020094440 ,-0.0026304863 ,0.0061634980 ,-0.0051558264 ,-0.0050279331 ,0.0021803763 ,-0.0021879990 ,0.0000000000 ,0.0001560787 ,0.0022211593 ,-0.0024256519 ,0.0091614283 ,-0.0007073563 ,-0.0023536921 ,-0.0016613357 ,-0.0073686017 ,-0.0023172846 ,-0.0047203331 ,-0.0011228273 ,-0.0056634103 ,-0.0010018606 ,-0.0180562052 ,0.0020585431 
-0.0023022086 ,0.0032894989 ,-0.0064377571 ,-0.0197361787 ,0.0014697237 ,0.0039229997 ,0.0017142097 ,-0.0046979532 ,-0.0002398178 ,-0.0020419480 ,-0.0126497857 ,0.0056148514 ,0.0149073250 ,0.0039469467 ,0.0009525363 ,0.0003903740 ,0.0020579337 ,0.0013677203 ,-0.0040005387 ,-0.0026543445 ,0.0041285462 ,0.0022187375 ,0.0054437810 ,0.0005955035 ,0.0016107383 ,0.0016861736 ,0.0024409886 ,0.0008595702 ,0.0078982970 ,0.0041087548 
0.0033170322 ,0.0010087515 ,-0.0103561496 ,0.0100667361 ,0.0055766950 ,0.0051799345 ,-0.0009907322 ,0.0209036076 ,-0.0071947720 ,0.0015687560 ,0.0036686366 ,0.0025125628 ,0.0020643272 ,-0.0031669870 ,0.0061861053 ,-0.0012486031 ,0.0068984362 ,-0.0044012901 ,0.0030897110 ,0.0012419978 ,0.0017621733 ,0.0080806291 ,0.0076292041 ,0.0117254988 ,0.0018761637 ,0.0069577151 ,0.0014204343 ,0.0034353993 ,-0.0007346272 ,0.0047214195 
0.0004312060 ,-0.0021415723 ,0.0019586234 ,0.0035749215 ,-0.0046701696 ,-0.0113914021 ,0.0054092951 ,-0.0138705412 ,-0.0008857436 ,0.0039495198 ,-0.0077039588 ,-0.0208855472 ,0.0037239601 ,0.0008764461 ,-0.0061480727 ,-0.0028910923 ,0.0016212384 ,-0.0221035982 ,-0.0033882797 ,0.0042530214 ,0.0000000000 ,0.0026353135 ,-0.0055361067 ,0.0013531651 ,0.0015159533 ,0.0042349046 ,0.0024316718 ,-0.0021398146 ,-0.0023281828 ,0.0042293390 
-0.0015085633 ,0.0060598789 ,-0.0017872493 ,-0.0084196676 ,0.0005865396 ,-0.0181984183 ,0.0070839403 ,-0.0107166775 ,-0.0017730617 ,-0.0018313031 ,-0.0041936188 ,0.0005688282 ,0.0029207689 ,0.0016418673 ,-0.0014275042 ,0.0014889272 ,-0.0062134606 ,0.0007793453 ,-0.0046359914 ,0.0107640907 ,0.0032248607 ,-0.0033950061 ,0.0038477363 ,-0.0067564124 ,-0.0042738492 ,-0.0062146043 ,-0.0022235698 ,0.0110079204 ,-0.0052812578 ,-0.0067072375 
